Title:,Time Series, Area-Averaged of NO2 Total Column (30% Cloud Screened) daily 0.25 deg. [OMI ()
User Start Date:,2004-10-01T00:00:00Z
User End Date:,2004-12-30T23:59:59Z
User Bounding Box:,"45.9668,40.0195,87.4512,55.8398"
Data Bounding Box:,"46.125,40.125,87.375,55.625"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2004-10-01T00:00:00Z&endtime=2004-12-30T23:59:59Z&bbox=45.9668,40.0195,87.4512,55.8398&data=OMNO2d_003_ColumnAmountNO2CloudScreened&variableFacets=dataFieldMeasurement%3ANO2%3B&portal=GIOVANNI&format=json"
Fill Value (mean_OMNO2d_003_ColumnAmountNO2CloudScreened): -1.267651e+30

time, mean_OMNO2d_003_ColumnAmountNO2CloudScreened
2004-10-01,3.92919177e+15
2004-10-02,3.82411701e+15
2004-10-03,3.8156315e+15
2004-10-04,3.7980326e+15
2004-10-05,3.71520872e+15
2004-10-06,4.66754497e+15
2004-10-07,3.57981847e+15
2004-10-08,3.38644937e+15
2004-10-09,3.54325165e+15
2004-10-10,3.61624623e+15
2004-10-11,3.61645588e+15
2004-10-12,3.56352819e+15
2004-10-13,3.45303855e+15
2004-10-14,3.54044301e+15
2004-10-15,3.36853265e+15
2004-10-16,3.47979458e+15
2004-10-17,-1.267651e+30
2004-10-18,3.3702144e+15
2004-10-19,3.2542833e+15
2004-10-20,3.17402029e+15
2004-10-21,3.1437252e+15
2004-10-22,3.15365678e+15
2004-10-23,3.27333067e+15
2004-10-24,3.14084489e+15
2004-10-25,3.25277872e+15
2004-10-26,3.2269461e+15
2004-10-27,3.17075504e+15
2004-10-28,3.19315786e+15
2004-10-29,3.24883862e+15
2004-10-30,3.24175246e+15
2004-10-31,3.26721196e+15
2004-11-01,3.43137312e+15
2004-11-02,3.23352518e+15
2004-11-03,3.51610799e+15
2004-11-04,3.22731788e+15
2004-11-05,3.0367475e+15
2004-11-06,3.19666014e+15
2004-11-07,3.08375833e+15
2004-11-08,3.0397427e+15
2004-11-09,2.93799278e+15
2004-11-10,2.99230506e+15
2004-11-11,2.69636275e+15
2004-11-12,2.87835877e+15
2004-11-13,3.00464074e+15
2004-11-14,2.84621416e+15
2004-11-15,2.95160648e+15
2004-11-16,2.91315633e+15
2004-11-17,3.05762024e+15
2004-11-18,-1.267651e+30
2004-12-02,2.72207484e+15
2004-12-03,2.90769715e+15
2004-12-04,3.19198695e+15
2004-12-05,3.20304649e+15
2004-12-06,3.14535058e+15
2004-12-07,2.84123254e+15
2004-12-08,2.87418514e+15
2004-12-09,3.12521443e+15
2004-12-10,3.06523199e+15
2004-12-11,2.9123384e+15
2004-12-12,2.7049806e+15
2004-12-13,2.54533237e+15
2004-12-14,2.84806905e+15
2004-12-15,3.00397046e+15
2004-12-16,2.64974383e+15
2004-12-17,3.07103315e+15
2004-12-18,2.69511506e+15
2004-12-19,2.8490679e+15
2004-12-20,-1.267651e+30
2004-12-21,3.15280342e+15
2004-12-22,3.07863632e+15
2004-12-23,3.09127855e+15
2004-12-24,3.32693374e+15
2004-12-25,2.93054933e+15
2004-12-26,2.97862317e+15
2004-12-27,2.65363051e+15
2004-12-28,2.76128333e+15
2004-12-29,2.71597706e+15
2004-12-30,2.66248163e+15
